Latitude	longitude	
69.4	-106.23333	Dyke_unpublished_NA
69.4	-106.21666	Dyke_unpublished_NA
69.383333	-106.25	Dyke_unpublished_NA
69.4	-106.25	Dyke_unpublished_NA
69.4	-106.25	Dyke_unpublished_NA
69.401	-106.244	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.4	-106.29	Dyke_unpublished_NA
69.401	-106.244	Dyke_unpublished_NA
69.401	-106.244	Dyke_unpublished_NA
69.401	-106.244	Dyke_unpublished_NA
69.403	-106.3	Dyke_unpublished_NA
69.403	-106.3	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.3994	-106.2459	Dyke_unpublished_NA
69.390248	-106.281198	Dyke_unpublished_NA
69.401928	-106.246622	Dyke_unpublished_NA
69.398286	-106.265164	Dyke_unpublished_NA
69.4	-106.23	Dyke_unpublished_NA
69.4126	-106.3172	Dyke_unpublished_NA
69.398286	-106.265164	Dyke_unpublished_NA
69.398286	-106.265164	Dyke_unpublished_NA
69.395774	-106.25581	Dyke_unpublished_NA
69.39	-106.24	Dyke_unpublished_NA
69.4	-106.219	Dyke_unpublished_NA
69.4125	-106.314444	Dyke_unpublished_NA
69.883333	-104.9	Dyke_unpublished_NA
69.866667	-104.95	Dyke_unpublished_NA
70.1	-104.93333	Dyke_unpublished_NA
69.816667	-105.38333	Dyke_unpublished_NA
70.1	-104.93333	Dyke_unpublished_NA
72.133333	-109.10833	Dyke_unpublished_NA
72.133333	-109.10833	Dyke_unpublished_NA
71.533333	-107.78333	Dyke_unpublished_NA
71.9	-107.26666	Dyke_unpublished_NA
72.116667	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
71.9	-107.25	Dyke_unpublished_NA
72.616667	-107.88333	Dyke_unpublished_NA
72.85	-108.03333	Dyke_unpublished_NA
72.85	-108.01666	Dyke_unpublished_NA
72.966667	-106.13333	Dyke_unpublished_NA
72.9617	-106.14	Dyke_unpublished_NA
73.1	-107.71666	Dyke_unpublished_NA
73.208333	-107.86666	Dyke_unpublished_NA
73.208333	-107.86666	Dyke_unpublished_NA
73.483333	-104.78333	Dyke_unpublished_NA
73.583333	-104.66666	Dyke_unpublished_NA
73.216667	-104.75	Dyke_unpublished_NA
73.266667	-104.733333	Dyke_unpublished_NA
73.747222	-105.15	Dyke_unpublished_NA
73.766667	-105.35	Dyke_unpublished_NA
73.733333	-105.05	Dyke_unpublished_NA
73.75	-105.23333	Dyke_unpublished_NA
73.1755	-104.8358	Dyke_unpublished_NA
72.959833	-105.456833	Dyke_unpublished_NA
72.988667	-105.100833	Dyke_unpublished_NA
72.8825	-105.354333	Dyke_unpublished_NA
73.153	-105.854166	Dyke_unpublished_NA
73.134833	-105.757333	Dyke_unpublished_NA
73.197333	-105.339167	Dyke_unpublished_NA
73.0865	-105.415167	Dyke_unpublished_NA
73.216667	-104.75	Dyke_unpublished_NA
73.716667	-105.36666	Dyke_unpublished_NA
72.133333	-105.45	Dyke_unpublished_NA
71.383333	-104.33333	Dyke_unpublished_NA
72.866667	-110.33333	Dyke_unpublished_NA
72.87	-110.3303	Dyke_unpublished_NA
72.934667	-109.634333	Dyke_unpublished_NA
72.917	-109.7765	Dyke_unpublished_NA
72.366667	-110.08333	Dyke_unpublished_NA
72.828333	-111.93333	Dyke_unpublished_NA
72.975	-109.95	Dyke_unpublished_NA
72.233333	-111.55	Dyke_unpublished_NA
72.80785	-111.692617	Dyke_unpublished_NA
72.933333	-109.83333	Dyke_unpublished_NA
43.68	15.96	Croatia
32	34.8	Israel
32.7	34.9	Israel
32.6	34.9	Israel
32.83	34.96	Israel
32.62	34.93	Israel
32.83	34.96	Israel
33.1	35.1	Israel
32.55	34.92	Israel
32.92	35.07	Israel
32.6	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.7	34.9	Israel
32.6	34.9	Israel
32.6	34.9	Israel
32.6	34.9	Israel
32.6	34.9	Israel
33.1	35.1	Israel
32.6	34.9	Israel
32.83	34.96	Israel
32.83	34.96	Israel
33	35.1	Israel
32.83	34.96	Israel
32.83	34.96	Israel
32.71	34.93	Israel
32.71	34.24	Israel
32.71	34.93	Israel
32.92	35.07	Israel
32.925	35.0675	Israel
32.92	35.07	Israel
32.71	34.93	Israel
32.83	34.96	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.919	35.066	Israel
32.92	35.066	Israel
33	35.1	Israel
32.83	34.96	Israel
32.83	34.96	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.89	Israel
32.5	34.9	Israel
32.5	34.9	Israel
31.8	34.6	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
31.92	34.69	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
32.5	34.9	Israel
33.0497	35.1008	Israel
32.92	35.07	Israel
31.92	34.69	Israel
32.41	34.87	Israel
32.62	34.92	Israel
32.66	34.93	Israel
-27.48	15.43	Southern_Africa
-27.47	15.43	Southern_Africa
-27.46	15.42	Southern_Africa
-27.46	15.42	Southern_Africa
-27.48	15.43	Southern_Africa
-27.46	15.42	Southern_Africa
-27.46	15.42	Southern_Africa
-27.46	15.42	Southern_Africa
-25.98	14.84	Southern_Africa
-26.25	15	Southern_Africa
-26.25	15	Southern_Africa
-26.25	15	Southern_Africa
-26.28	14.97	Southern_Africa
-33.2	18.13	Southern_Africa
-33.2	18.13	Southern_Africa
-33.2	18.13	Southern_Africa
-33.2	18.12	Southern_Africa
-33.2	18.11	Southern_Africa
-33.2	18.11	Southern_Africa
-33.2	18.11	Southern_Africa
-33.2	18.11	Southern_Africa
-33.2	18.11	Southern_Africa
-33.2	18.11	Southern_Africa
-33.18	18.1	Southern_Africa
-34.07	23.03	Southern_Africa
-34.07	23.05	Southern_Africa
-34.01	23.43	Southern_Africa
-34.02	23.4	Southern_Africa
-33.83	18.5	Southern_Africa
-34.03	22.85	Southern_Africa
-34.03	22.85	Southern_Africa
-32.41	18.48	Southern_Africa
-32.41	18.48	Southern_Africa
-32.39	18.47	Southern_Africa
-32.32	18.38	Southern_Africa
-32.32	18.38	Southern_Africa
-32.32	18.38	Southern_Africa
-26.892958333333333	32.87833888888889	Southern_Africa
-30.193308333333334	30.781777777777776	Southern_Africa
-28.456374999999998	32.14536388888889	Southern_Africa
-28.456374999999998	32.14536388888889	Southern_Africa
-30.193308333333334	30.781777777777776	Southern_Africa
-30.193308333333334	30.781777777777776	Southern_Africa
-29.809769444444445	31.03248888888889	Southern_Africa
-30.193308333333334	30.781777777777776	Southern_Africa
-30.193308333333334	30.781777777777776	Southern_Africa
-30.193308333333334	30.781777777777776	Southern_Africa
-27.13478611111111	32.830419444444445	Southern_Africa
-27.13478611111111	32.830419444444445	Southern_Africa
-27.384502777777776	32.73214166666667	Southern_Africa
-27.13478611111111	32.830419444444445	Southern_Africa
-26.892958333333333	32.87833888888889	Southern_Africa
-21.64146388888889	33.49319166666667	Southern_Africa
-21.516319444444445	33.481902777777776	Southern_Africa
-26.000847222222223	32.96284166666667	Southern_Africa
-26.00406111111111	32.943825	Southern_Africa
-30.26741111111111	30.824833333333334	Southern_Africa
-30.26741111111111	30.824833333333334	Southern_Africa
-30.26741111111111	30.824833333333334	Southern_Africa
-30.26741111111111	30.824833333333334	Southern_Africa
-30.26741111111111	30.824833333333334	Southern_Africa
-30.26741111111111	30.824833333333334	Southern_Africa
-29.828855555555556	31.16595	Southern_Africa
-29.81404722222222	31.133144444444444	Southern_Africa
-28.319166666666668	32.46138888888889	Southern_Africa
-28.293333333333337	32.47888888888889	Southern_Africa
-30.0075	30.93888888888889	Southern_Africa
-30.156666666666666	30.829166666666666	Southern_Africa
-28.306944444444444	32.47	Southern_Africa
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.505	34.919	Arabia
29.446	34.967	Arabia
29.381817	34.964006	Arabia
27.729	34.25	Arabia
25.738	36.776	Arabia
25.785	36.697	Arabia
25.854	36.645	Arabia
25.664	36.897	Arabia
25.611	36.965	Arabia
25.727	36.804	Arabia
25.613	36.537	Arabia
25.562359	36.973196	Arabia
22.329018	39.102798	Arabia
22.336696	39.095769	Arabia
22.336696	39.095769	Arabia
20.181096	40.244372	Arabia
20.181096	40.244372	Arabia
18.268	41.515	Arabia
20.385306	58.290222	Arabia
20.383806	58.287083	Arabia
20.389083	58.271694	Arabia
20.398528	58.26325	Arabia
20.3905	58.258889	Arabia
20.361194	58.401833	Arabia
20.426111	58.293889	Arabia
20.3712	58.2678	Arabia
20.361844	58.390642	Arabia
20.374389	58.289222	Arabia
20.374389	58.289222	Arabia
20.355633	58.401117	Arabia
22.533352	59.783344	Arabia
22.583277	59.449973	Arabia
22.583277	59.449973	Arabia
22.616669	59.433331	Arabia
22.843026	59.243869	Arabia
22.923262	59.213112	Arabia
23.269307	58.919124	Arabia
23.549945	58.650449	Arabia
23.633338	58.499987	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.314548	54.515356	Arabia
24.451568	54.439855	Arabia
24.451568	54.439855	Arabia
24.451568	54.439855	Arabia
24.451568	54.439855	Arabia
24.451568	54.439855	Arabia
24.125005	54.098916	Arabia
24.124185	54.099996	Arabia
24.123333	54.100556	Arabia
24.121948	54.101941	Arabia
24.117778	54.107778	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.28	54.51	Arabia
24.418052	51.563075	Arabia
24.417226	51.56492	Arabia
24.419292	51.542305	Arabia
24.286619	51.631591	Arabia
24.286619	51.631591	Arabia
25.509676	50.916218	Arabia
25.614263	50.969662	Arabia
25.466233	50.84906	Arabia
24.87904	50.714422	Arabia
25.883	50.1088	Arabia
26.023086	49.990119	Arabia
26.218896	50.11601	Arabia
27.162169	49.500194	Arabia
27.5324	49.202783	Arabia
29.5565414	48.1178131	Arabia
29.573988	48.1067619	Arabia
29.6061687	48.0260201	Arabia
29.6047821	48.0306511	Arabia
29.6113644	48.0177078	Arabia
29.6061592	48.0221596	Arabia
29.6092205	48.0147514	Arabia
29.6032715	48.0179596	Arabia
29.6167259	48.023922	Arabia
29.6160316	48.019043	Arabia
29.5964508	48.0412903	Arabia
29.6016941	48.0432243	Arabia
29.5552559	48.1549377	Arabia
29.6257763	48.0078926	Arabia
54.05722222	24.11142255	Mauz_Arabia
54.04694444	24.10776667	Mauz_Arabia
54.06666667	24.1076219	Mauz_Arabia
54.06666667	24.1076219	Mauz_Arabia
54.06722222	24.10329167	Mauz_Arabia
54.06722222	24.10329167	Mauz_Arabia
55.29111111	24.31211667	Mauz_Arabia
55.29111111	24.31211667	Mauz_Arabia
55.29111111	24.31211667	Mauz_Arabia
55.29111111	24.31211667	Mauz_Arabia
55.29111111	24.31211667	Mauz_Arabia
51.275	26.158333	Mauz_Arabia
51.275	26.158333	Mauz_Arabia
51.2575	26.1491666	Mauz_Arabia
51.273611	26.14444	Mauz_Arabia
51.273611	26.14444	Mauz_Arabia
51.273611	26.14444	Mauz_Arabia
51.273611	26.14444	Mauz_Arabia
51.5534	24.4115	Mauz_Arabia
51.5534	24.4115	Mauz_Arabia
51.5534	24.4115	Mauz_Arabia
54.028	24.1166	Mauz_Arabia
54.0119	24.1131	Mauz_Arabia
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
33.9656	-118.4451	Southern_California_Reynolds_Simms
32.5565	-117.1271	Southern_California_Reynolds_Simms
32.7792	-117.2342	Southern_California_Reynolds_Simms
32.8667	-117.2772	Southern_California_Reynolds_Simms
32.8667	-117.2772	Southern_California_Reynolds_Simms
32.8667	-117.2772	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
32.9299	-117.2531	Southern_California_Reynolds_Simms
33.0897	-117.2881	Southern_California_Reynolds_Simms
33.0897	-117.2881	Southern_California_Reynolds_Simms
33.0897	-117.2881	Southern_California_Reynolds_Simms
33.0897	-117.2881	Southern_California_Reynolds_Simms
33.0897	-117.2881	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6167	-117.8975	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.6928	-118.0003	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.7292	-118.262	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9389	-118.5042	Southern_California_Reynolds_Simms
33.9564	-119.9783	Southern_California_Reynolds_Simms
33.9564	-119.9783	Southern_California_Reynolds_Simms
33.9564	-119.9783	Southern_California_Reynolds_Simms
33.9564	-119.9783	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
36.8259	-121.7569	Southern_California_Reynolds_Simms
25.13	-80.9	Gulf_Coast_Love_2016
25.03	-80.91	Gulf_Coast_Love_2016
29.732	-92.337	Gulf_Coast_Love_2016
29.8424	-91.7132	Gulf_Coast_Love_2016
29.8421	-91.7134	Gulf_Coast_Love_2016
29.8417	-91.7135	Gulf_Coast_Love_2016
29.8408	-91.7137	Gulf_Coast_Love_2016
29.8431	-91.7129	Gulf_Coast_Love_2016
29.8404	-91.7141	Gulf_Coast_Love_2016
29.843	-91.7131	Gulf_Coast_Love_2016
29.8856	-91.7843	Gulf_Coast_Love_2016
29.8854	-91.7843	Gulf_Coast_Love_2016
29.8853	-91.7843	Gulf_Coast_Love_2016
29.8852	-91.7843	Gulf_Coast_Love_2016
29.884	-91.7843	Gulf_Coast_Love_2016
29.8851	-91.7843	Gulf_Coast_Love_2016
29.8847	-91.7843	Gulf_Coast_Love_2016
29.8843	-91.7843	Gulf_Coast_Love_2016
29.8842	-91.7843	Gulf_Coast_Love_2016
29.8857	-91.7843	Gulf_Coast_Love_2016
29.8855	-91.7843	Gulf_Coast_Love_2016
29.8855	-91.7843	Gulf_Coast_Love_2016
29.8846	-91.7843	Gulf_Coast_Love_2016
29.8508	-91.7318	Gulf_Coast_Love_2016
29.8485	-91.7322	Gulf_Coast_Love_2016
29.8508	-91.7318	Gulf_Coast_Love_2016
29.8506	-91.7318	Gulf_Coast_Love_2016
29.8504	-91.7319	Gulf_Coast_Love_2016
29.8498	-91.7319	Gulf_Coast_Love_2016
29.8484	-91.7322	Gulf_Coast_Love_2016
29.8481	-91.7323	Gulf_Coast_Love_2016
29.18	-82.788	Gulf_Coast_Love_2016
29.86	-93.08	Gulf_Coast_Love_2016
30.47	-88.07	Gulf_Coast_Love_2016
30.34	-88.28	Gulf_Coast_Love_2016
29.6328	-91.5168	Gulf_Coast_Love_2016
29.6361	-91.5046	Gulf_Coast_Love_2016
29.6513	-91.4907	Gulf_Coast_Love_2016
29.6408	-91.5023	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
26.254	-80.064	Gulf_Coast_Love_2016
27.3817	-97.701	Gulf_Coast_Love_2016
27.3838	-97.7036	Gulf_Coast_Love_2016
27.3828	-97.7018	Gulf_Coast_Love_2016
27.3825	-97.7003	Gulf_Coast_Love_2016
27.3809	-97.7018	Gulf_Coast_Love_2016
27.3804	-97.6987	Gulf_Coast_Love_2016
30.05	-89.96	Gulf_Coast_Love_2016
30.2	-93.28	Gulf_Coast_Love_2016
30.01	-93.85	Gulf_Coast_Love_2016
30.235	-88.668	Gulf_Coast_Love_2016
30.32	-88.61	Gulf_Coast_Love_2016
25.86	-81.46	Gulf_Coast_Love_2016
25.83	-81.66	Gulf_Coast_Love_2016
25.9	-81.51	Gulf_Coast_Love_2016
29.582	-94.779	Gulf_Coast_Love_2016
24.85	-80.62	Gulf_Coast_Love_2016
24.85	-80.62	Gulf_Coast_Love_2016
24.48	-82.3	Gulf_Coast_Love_2016
25.347	-80.25	Gulf_Coast_Love_2016
25.49	-80.18	Gulf_Coast_Love_2016
25.347	-80.25	Gulf_Coast_Love_2016
29.15	-94.2	Gulf_Coast_Love_2016
